"시도코드","시도명","번호","업소명","주소","전화번호","취급품목","addr_road","addr_jibun","zip_code","sgg_name","longitude","latitude","address_type","geo_grade","geo_query","geo_attempt"
"12","전남광주통합특별시","154","가가의료기","광주광역시 남구 봉선1로 19-1 (봉선동)","062-652-9789","전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 남구 봉선1로 19-1","전남광주통합특별시 남구 봉선동 1002-12","61694","남구","126.907408025698","35.127896884423","ROAD_ADDR","A","광주광역시 남구 봉선1로 19-1 (봉선동)","1"
"12","전남광주통합특별시","153","가나의료기","광주광역시 북구 평교로18번길 58 (우산동)","062-267-0449","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어","전남광주통합특별시 북구 평교로18번길 58","전남광주통합특별시 북구 우산동 4-2","61171","북구","126.927783039404","35.178080639679","ROAD_ADDR","A","광주광역시 북구 평교로18번길 58 (우산동)","1"
"12","전남광주통합특별시","152","가나의료기.독일보청기","전라남도 광양시 중마중앙로 87 (중동)","061-792-0230","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 광양시 중마중앙로 87","전남광주통합특별시 광양시 중동 1634-5","57788","광양시","127.697745321749","34.9380487505761","ROAD_ADDR","A","전라남도 광양시 중마중앙로 87 (중동)","1"
"12","전남광주통합특별시","151","가온","전라남도 담양군 천변6길 9-9 (담양읍)","061-383-6701","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 담양군 담양읍 천변6길 9-9","전남광주통합특별시 담양군 담양읍 천변리 176-20","57343","담양군","126.982375156271","35.3159893456094","ROAD_ADDR","A","전라남도 담양군 천변6길 9-9 (담양읍)","1"
"12","전남광주통합특별시","150","강산의료기","전라남도 화순군 칠충로 116 (화순읍)","061-373-3700","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 화순군 화순읍 칠충로 116","전남광주통합특별시 화순군 화순읍 삼천리 617-5","58122","화순군","126.982375373649","35.0592127211511","ROAD_ADDR","A","전라남도 화순군 칠충로 116 (화순읍)","1"
"12","전남광주통합특별시","149","강진스쿠터.AUTECH","전라남도 강진군 보은로 151-1 (강진읍)","061-434-3905","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 강진군 강진읍 보은로 151-1","전남광주통합특별시 강진군 강진읍 동성리 184-14","59231","강진군","126.774661272836","34.6388540597689","ROAD_ADDR","A","전라남도 강진군 보은로 151-1 (강진읍)","1"
"12","전남광주통합특별시","148","강진의료복지용구","전라남도 강진군 중앙로 33 (강진읍)","061-433-1337","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 강진군 강진읍 중앙로 33","전남광주통합특별시 강진군 강진읍 서성리 334-12","59237","강진군","126.762956555113","34.6348240035911","ROAD_ADDR","A","전라남도 강진군 중앙로 33 (강진읍)","1"
"12","전남광주통합특별시","147","건강의료기","전라남도 순천시 장평로 60, E19호 (풍덕동)","061-741-5332","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 순천시 장평로 60","전남광주통합특별시 순천시 풍덕동 1264","57961","순천시","127.496090048525","34.9451467854375","ROAD_ADDR","A","전라남도 순천시 장평로 60, E19호 (풍덕동)","1"
"12","전남광주통합특별시","146","건강의료기","전라남도 여수시 좌수영로 28 (서교동)","061-652-9390","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 여수시 좌수영로 28","전남광주통합특별시 여수시 서교동 242","59752","여수시","127.728338953257","34.7427887358762","ROAD_ADDR","A","전라남도 여수시 좌수영로 28 (서교동)","1"
"12","전남광주통합특별시","145","고흥 건강의료기","전라남도 고흥군 고흥로 1655, 1층 104호 (고흥읍)","061-834-5987","전동휠체어(가군, 나군) | 의료용 스쿠터 | 이동식전동리프트 | 전방보행차 | 수동휠체어","전남광주통합특별시 고흥군 고흥읍 고흥로 1655","전남광주통합특별시 고흥군 고흥읍 남계리 840-6","59543","고흥군","127.278934962669","34.6018588393268","ROAD_ADDR","A","전라남도 고흥군 고흥로 1655, 1층 104호 (고흥읍)","1"
"12","전남광주통합특별시","144","고흥연세의료기","전라남도 고흥군 여산당촌길 28 (고흥읍, 금융업소)","061-835-3352","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어","전남광주통합특별시 고흥군 고흥읍 여산당촌길 28","전남광주통합특별시 고흥군 고흥읍 서문리 217-4","59540","고흥군","127.280045297695","34.6076698517384","ROAD_ADDR","A","전라남도 고흥군 여산당촌길 28 (고흥읍, 금융업소)","1"
"12","전남광주통합특별시","143","곡성의료기","전라남도 곡성군 읍내18길 4-1 (곡성읍)","061-363-9632","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 곡성군 곡성읍 읍내18길 4-1","전남광주통합특별시 곡성군 곡성읍 읍내리 189-2","57535","곡성군","127.298365888431","35.2825139835988","ROAD_ADDR","A","전라남도 곡성군 읍내18길 4-1 (곡성읍)","1"
"12","전남광주통합특별시","142","광양전동차","전라남도 광양시 매천로 881 (광양읍)","061-762-2669","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 광양시 광양읍 매천로 881","전남광주통합특별시 광양시 광양읍 목성리 718-1","57751","광양시","127.59090101308","34.9730850192269","ROAD_ADDR","A","전라남도 광양시 매천로 881 (광양읍)","1"
"12","전남광주통합특별시","141","광주광역시지체장애인협회","광주광역시 서구 하남대로680번길 1, 4층 (동천동)","062-529-3329","전동휠체어(가군, 나군) | 의료용 스쿠터","전남광주통합특별시 서구 하남대로680번길 1","전남광주통합특별시 서구 동천동 619","61903","서구","126.867186261505","35.1714023998085","ROAD_ADDR","A","광주광역시 서구 하남대로680번길 1, 4층 (동천동)","1"
"12","전남광주통합특별시","140","광주기획","광주광역시 북구 군왕로 150-1 (두암동)","062-232-6949","전동휠체어(가군, 나군) | 의료용 스쿠터","전남광주통합특별시 북구 군왕로 150-1","전남광주통합특별시 북구 두암동 826-48","61155","북구","126.933155432626","35.1747123780479","ROAD_ADDR","A","광주광역시 북구 군왕로 150-1 (두암동)","1"
"12","전남광주통합특별시","139","광주메디텍","광주광역시 북구 군왕로207번길 20 상가 109호 (각화동, 각화 영구임대아파트)","062-263-6949","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 북구 군왕로207번길 20","전남광주통합특별시 북구 각화동 202","61166","북구","126.934052534513","35.1806884146817","ROAD_ADDR","A","광주광역시 북구 군왕로207번길 20 상가 109호 (각화동, 각화 영구임대아파트)","1"
"12","전남광주통합특별시","138","광주의료기","광주광역시 동구 백서로 165, 1층 (서석동)","062-228-0492","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 동구 백서로 165","전남광주통합특별시 동구 서석동 98-1","61468","동구","126.922944555353","35.1436010279312","ROAD_ADDR","A","광주광역시 동구 백서로 165, 1층 (서석동)","1"
"12","전남광주통합특별시","137","광주전동차","광주광역시 북구 비엔날레로 104, 1층 (용봉동)","010-5252-6460","전동휠체어(가군, 나군) | 의료용 스쿠터","전남광주통합특별시 북구 비엔날레로 104","전남광주통합특별시 북구 용봉동 1043-5","61107","북구","126.890456669479","35.1810975054974","ROAD_ADDR","A","광주광역시 북구 비엔날레로 104, 1층 (용봉동)","1"
"12","전남광주통합특별시","136","구례의료기","전라남도 구례군 봉성로 80 (구례읍, 동아서점)","061-782-8889","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차","전남광주통합특별시 구례군 구례읍 봉성로 80","전남광주통합특별시 구례군 구례읍 봉동리 315-11","57643","구례군","127.464721532348","35.2093334310681","ROAD_ADDR","A","전라남도 구례군 봉성로 80 (구례읍, 동아서점)","1"
"12","전남광주통합특별시","135","그린의료기","전라남도 장흥군 동교1길 9-3 (장흥읍)","061-862-6955","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 장흥군 장흥읍 동교1길 9-3","전남광주통합특별시 장흥군 장흥읍 건산리 743-57","59327","장흥군","126.906597637805","34.6767264117861","ROAD_ADDR","A","전라남도 장흥군 동교1길 9-3 (장흥읍)","1"
"12","전남광주통합특별시","134","그린의료기복지용구","전라남도 함평군 영수길 200 (함평읍)","061-324-1113","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 함평군 함평읍 영수길 200","전남광주통합특별시 함평군 함평읍 내교리 217-4","57151","함평군","126.520939632673","35.0646950427679","ROAD_ADDR","A","전라남도 함평군 영수길 200 (함평읍)","1"
"12","전남광주통합특별시","133","근로복지공단 재활공학연구소 순천서비스센터","전남 순천시 왕조1동(조례동) 544번지 순천산재병원","061-720-7300","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 순천시 조례1길 24","전남광주통합특별시 순천시 조례동 544","57947","순천시","127.525325416169","34.9610018711005","REGION_ADDR","A","전남 순천시 왕조1동(조례동) 544번지 순천산재병원","1"
"12","전남광주통합특별시","132","금강의료기","광주광역시 광산구 장신로20번길 13-10 (장덕동)","062-956-9813","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 수동휠체어","전남광주통합특별시 광산구 장신로20번길 13-10","전남광주통합특별시 광산구 장덕동 1565","62226","광산구","126.813360352725","35.1898773459752","ROAD_ADDR","A","광주광역시 광산구 장신로20번길 13-10 (장덕동)","1"
"12","전남광주통합특별시","131","나라의료기","전라남도 목포시 신촌로 4-1 (용당동)","010-5681-3345","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 목포시 신촌로 4-1","전남광주통합특별시 목포시 용당동 964-86","58648","목포시","126.388836933","34.8070497821943","ROAD_ADDR","A","전라남도 목포시 신촌로 4-1 (용당동)","1"
"12","전남광주통합특별시","130","나라의료기","전라남도 순천시 양율길 176 (대룡동, 식당)","061-746-3005","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 순천시 양율길 176","전남광주통합특별시 순천시 대룡동 988-2","58028","순천시","127.483675264147","34.9078041384885","ROAD_ADDR","A","전라남도 순천시 양율길 176 (대룡동, 식당)","1"
"12","전남광주통합특별시","129","나주의료기","전라남도 나주시 동점문길 17-7 (성북동, 효성모터스)","061-337-5455","전동휠체어(가군, 나군) | 의료용 스쿠터","전남광주통합특별시 나주시 동점문길 17-7","전남광주통합특별시 나주시 성북동 133","58255","나주시","126.72307851589","35.0351633300455","ROAD_ADDR","A","전라남도 나주시 동점문길 17-7 (성북동, 효성모터스)","1"
"12","전남광주통합특별시","128","남광의료과학상사","광주광역시 동구 문화전당로 9-4 (남동)","062-222-3401","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기","전남광주통합특별시 동구 문화전당로 9-4","전남광주통합특별시 동구 남동 131","61487","동구","126.919871874689","35.1435848837365","ROAD_ADDR","A","광주광역시 동구 문화전당로 9-4 (남동)","1"
"12","전남광주통합특별시","127","노인요양의료기","전라남도 보성군 채동선로 219-2 (벌교읍)","061-857-7789","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어","전남광주통합특별시 보성군 벌교읍 채동선로 219-2","전남광주통합특별시 보성군 벌교읍 벌교리 737-20","59425","보성군","127.343983738555","34.8425335624371","ROAD_ADDR","A","전라남도 보성군 채동선로 219-2 (벌교읍)","1"
"12","전남광주통합특별시","126","다나의료기","광주광역시 광산구 첨단중앙로68번길 134, 상가1동 103호 (산월동, 첨단3-3차 호반리젠시빌)","062-972-8289","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 광산구 첨단중앙로68번길 134","전남광주통합특별시 광산구 산월동 884-2","62282","광산구","126.850732836679","35.2091394337078","ROAD_ADDR","A","광주광역시 광산구 첨단중앙로68번길 134, 상가1동 103호 (산월동, 첨단3-3차 호반리젠시빌)","1"
"12","전남광주통합특별시","125","다다산업","전라남도 장성군 녹진길 23 (남면)","061-394-8400","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 장성군 남면 녹진길 23","전남광주통합특별시 장성군 남면 녹진리 310-1","57249","장성군","126.792057931365","35.2558889375481","ROAD_ADDR","A","전라남도 장성군 녹진길 23 (남면)","1"
"12","전남광주통합특별시","124","다온의료기","전라남도 진도군 남산로 129 (진도읍)","010-9582-7599","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 진도군 진도읍 남산로 129","전남광주통합특별시 진도군 진도읍 남동리 468-1","58928","진도군","126.26363715574","34.4770023450044","ROAD_ADDR","A","전라남도 진도군 남산로 129 (진도읍)","1"
"12","전남광주통합특별시","123","다원 의료기","광주광역시 북구 밤실로167번길 7, 1층 (풍향동)","062-522-7746","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 북구 밤실로167번길 7","전남광주통합특별시 북구 풍향동 777","61163","북구","126.934076771734","35.1619516338843","ROAD_ADDR","A","광주광역시 북구 밤실로167번길 7, 1층 (풍향동)","1"
"12","전남광주통합특별시","122","다향의료기","전라남도 보성군 봉화로 126 (보성읍)","061-852-7771","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 보성군 보성읍 봉화로 126","전남광주통합특별시 보성군 보성읍 우산리 303-6","59463","보성군","127.085759484008","34.7662022837387","ROAD_ADDR","A","전라남도 보성군 봉화로 126 (보성읍)","1"
"12","전남광주통합특별시","121","대성종합상사","전라남도 영광군 신남로 266 (영광읍)","061-350-3511","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 영광군 영광읍 신남로 266","전남광주통합특별시 영광군 영광읍 남천리 209-5","57045","영광군","126.510736777565","35.2747112617645","ROAD_ADDR","A","전라남도 영광군 신남로 266 (영광읍)","1"
"12","전남광주통합특별시","120","대세엠케어","광주광역시 광산구 비아로 26, 1층 (도천동)","062-955-2833","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 광산구 비아로 26","전남광주통합특별시 광산구 도천동 630-5","62237","광산구","126.822083099086","35.2201822828461","ROAD_ADDR","A","광주광역시 광산구 비아로 26, 1층 (도천동)","1"
"12","전남광주통합특별시","119","대우의료기상사","광주광역시 동구 백서로 136-4 (학동)","062-223-6626","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 동구 백서로 136-4","전남광주통합특별시 동구 학동 116-3","61489","동구","126.92029027758","35.1422521355769","ROAD_ADDR","A","광주광역시 동구 백서로 136-4 (학동)","1"
"12","전남광주통합특별시","118","대윤의료기기","전라남도 무안군 불무로 38-7 (무안읍, 삼천리자전거)","061-453-3838","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 무안군 무안읍 불무로 38-7","전남광주통합특별시 무안군 무안읍 교촌리 1041-5","58526","무안군","126.47325818456","34.9880841007654","ROAD_ADDR","A","전라남도 무안군 불무로 38-7 (무안읍, 삼천리자전거)","1"
"12","전남광주통합특별시","117","대진의료기","광주광역시 남구 백양로 33 (백운동)","062-653-9970","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 남구 백양로 33","전남광주통합특별시 남구 백운동 613-1","61660","남구","126.905807008346","35.1341494011795","ROAD_ADDR","A","광주광역시 남구 백양로 33 (백운동)","1"
"12","전남광주통합특별시","116","대창의료기","전라남도 해남군 중앙2로 124, 1층 (해남읍, 대창약국 대창의료기 해남우리이비인후과)","061-534-1616","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 해남군 해남읍 중앙2로 124","전남광주통합특별시 해남군 해남읍 고도리 115-3","59041","해남군","126.595361864554","34.5672335552784","ROAD_ADDR","A","전라남도 해남군 중앙2로 124, 1층 (해남읍, 대창약국 대창의료기 해남우리이비인후과)","1"
"12","전남광주통합특별시","115","대형드림온누리약국","전라남도 순천시 팔마로 205, 101,107호 (덕암동, LG전자)","061-742-2261","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","전남광주통합특별시 순천시 팔마로 205","전남광주통합특별시 순천시 덕암동 161-1","57964","순천시","127.509240165439","34.9412987351772","ROAD_ADDR","A","전라남도 순천시 팔마로 205","2"
"12","전남광주통합특별시","114","대흥종합오토바이","전라남도 나주시 동창로 135-7 (세지면, 삼성동창판매센터)","061-331-5425","전동휠체어(가군, 나군) | 의료용 스쿠터","전남광주통합특별시 나주시 세지면 동창로 135-7","전남광주통합특별시 나주시 세지면 오봉리 246-20","58318","나주시","126.747587587356","34.9199177241158","ROAD_ADDR","A","전라남도 나주시 동창로 135-7 (세지면, 삼성동창판매센터)","1"
"12","전남광주통합특별시","113","동부의료기","전라남도 순천시 강남로 124 (동외동)","061-745-2571","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 순천시 강남로 124","전남광주통합특별시 순천시 동외동 108","57942","순천시","127.486605933433","34.9556587262851","ROAD_ADDR","A","전라남도 순천시 강남로 124 (동외동)","1"
"12","전남광주통합특별시","112","동산의료기","전라남도 무안군 운해로 566 (운남면)","010-7274-9190","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 무안군 운남면 운해로 566","전남광주통합특별시 무안군 운남면 연리 393-3","58537","무안군","126.339506622111","34.9599200753934","ROAD_ADDR","A","전라남도 무안군 운해로 566 (운남면)","1"
"12","전남광주통합특별시","111","동심의료기","전라남도 화순군 만연로 24 (화순읍)","061-371-3113","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 화순군 화순읍 만연로 24","전남광주통합특별시 화순군 화순읍 광덕리 303","58125","화순군","126.990342673676","35.0577314865545","ROAD_ADDR","A","전라남도 화순군 만연로 24 (화순읍)","1"
"12","전남광주통합특별시","110","동원의료기","전라남도 순천시 덕연로 61 (연향동, 동원의료기)","061-743-9019","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 순천시 덕연로 61","전남광주통합특별시 순천시 연향동 1283-4","57966","순천시","127.513045301729","34.9488671091177","ROAD_ADDR","A","전라남도 순천시 덕연로 61 (연향동, 동원의료기)","1"
"12","전남광주통합특별시","109","동행의료기","전라남도 강진군 보은로 147, 2층 (강진읍)","061-434-3061","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 강진군 강진읍 보은로 147","전남광주통합특별시 강진군 강진읍 동성리 184-26","59231","강진군","126.774263756699","34.6386018244038","ROAD_ADDR","A","전라남도 강진군 보은로 147, 2층 (강진읍)","1"
"12","전남광주통합특별시","108","동호상사","전라남도 영암군 오일시장길 9-1 (영암읍)","061-472-7952","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차","전남광주통합특별시 영암군 영암읍 오일시장길 9-1","전남광주통합특별시 영암군 영암읍 동무리 102-3","58416","영암군","126.699580565179","34.8008929652989","ROAD_ADDR","A","전라남도 영암군 오일시장길 9-1 (영암읍)","1"
"12","전남광주통합특별시","107","드림의료기","전라남도 광양시 호북길 13 (광양읍)","061-762-8001","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 광양시 광양읍 호북길 13","전남광주통합특별시 광양시 광양읍 칠성리 898-4","57741","광양시","127.583776041977","34.9801061856918","ROAD_ADDR","A","전라남도 광양시 호북길 13 (광양읍)","1"
"12","전남광주통합특별시","106","로뎀의료기","전라남도 무안군 무안로 521 (무안읍, 한국공인중개사)","061-453-0212","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 무안군 무안읍 무안로 521","전남광주통합특별시 무안군 무안읍 성동리 855-1","58524","무안군","126.479907414525","34.9897763389351","ROAD_ADDR","A","전라남도 무안군 무안로 521 (무안읍, 한국공인중개사)","1"
"12","전남광주통합특별시","105","만능 유한회사","전라남도 무안군 남악3로 80, 204호 (삼향읍, 제일프라자)","061-273-2326","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어","전남광주통합특별시 무안군 삼향읍 남악3로 80","전남광주통합특별시 무안군 삼향읍 남악리 2141","58567","무안군","126.460671538731","34.8126315202758","ROAD_ADDR","A","전라남도 무안군 남악3로 80, 204호 (삼향읍, 제일프라자)","1"
"12","전남광주통합특별시","104","만세의료기","전라남도 목포시 용당로 162 (용당동)","010-4824-2363","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 목포시 용당로 162","전남광주통합특별시 목포시 용당동 190","58704","목포시","126.400693549964","34.8019245575398","ROAD_ADDR","A","전라남도 목포시 용당로 162 (용당동)","1"
"12","전남광주통합특별시","103","명성의료기상사","광주광역시 동구 제봉로 25-2 (학동)","062-227-5688","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 동구 제봉로 25-2","전남광주통합특별시 동구 학동 66-3","61489","동구","126.921338807822","35.1410831231581","ROAD_ADDR","A","광주광역시 동구 제봉로 25-2 (학동)","1"
"12","전남광주통합특별시","102","무등실버메디플러스","광주광역시 북구 송월로 40 20 (오치동)","062-412-0905","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스","","","","","","","","NONE","","2"
"12","전남광주통합특별시","101","무등의료기","광주광역시 북구 필문대로 87 (풍향동)","062-227-0506","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 북구 필문대로 87","전남광주통합특별시 북구 풍향동 580-11","61164","북구","126.928864089311","35.1624164906853","ROAD_ADDR","A","광주광역시 북구 필문대로 87 (풍향동)","1"
"12","전남광주통합특별시","100","미래의료기","광주광역시 북구 밤실로 192-13, 1층 (두암동)","062-369-3737","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 북구 밤실로 192-13","전남광주통합특별시 북구 두암동 303-2","61161","북구","126.934059831279","35.1645818802232","ROAD_ADDR","A","광주광역시 북구 밤실로 192-13, 1층 (두암동)","1"
"12","전남광주통합특별시","99","믿음의료기","광주광역시 동구 무등로307번길 6-19, 1층 (계림동, 해성빌)","062-233-4824","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 동구 무등로307번길 6-19","전남광주통합특별시 동구 계림동 556-8","61401","동구","126.91819868289","35.1625039508516","ROAD_ADDR","A","광주광역시 동구 무등로307번길 6-19, 1층 (계림동, 해성빌)","1"
"12","전남광주통합특별시","98","백두의료기","광주광역시 남구 구성로78번길 20, 1호 (월산동)","062-673-2362","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 남구 구성로78번길 20","전남광주통합특별시 남구 월산동 33","61631","남구","126.903136476075","35.1472988899722","ROAD_ADDR","A","광주광역시 남구 구성로78번길 20, 1호 (월산동)","1"
"12","전남광주통합특별시","97","백세동안","전라남도 장성군 역전로 96 (장성읍)","061-394-8275","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","전남광주통합특별시 장성군 장성읍 역전로 96","전남광주통합특별시 장성군 장성읍 영천리 1273-101","57220","장성군","126.780750860004","35.3006714253736","ROAD_ADDR","A","전라남도 장성군 역전로 96 (장성읍)","1"
"12","전남광주통합특별시","96","백세의료기","전라남도 여수시 흥국로 37 (학동)","061-655-7800","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 여수시 흥국로 37","전남광주통합특별시 여수시 학동 30-5","59679","여수시","127.666675135948","34.763005743238","ROAD_ADDR","A","전라남도 여수시 흥국로 37 (학동)","1"
"12","전남광주통합특별시","95","베스트복지용구사업소","전라남도 목포시 비파로 104, 1층 (상동)","061-284-0624","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","전남광주통합특별시 목포시 비파로 104","전남광주통합특별시 목포시 상동 861-3","58662","목포시","126.424175636815","34.8072681926537","ROAD_ADDR","A","전라남도 목포시 비파로 104, 1층 (상동)","1"
"12","전남광주통합특별시","94","보건의료기","광주광역시 동구 참판로20번길 1 (계림동)","062-511-3639","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","전남광주통합특별시 동구 참판로20번길 1","전남광주통합특별시 동구 계림동 1724","61405","동구","126.928078326009","35.1611557464204","ROAD_ADDR","A","광주광역시 동구 참판로20번길 1 (계림동)","1"
