"sido","sigungu","oper_type","name","support","kakao_name","addr_road","addr_jibun","longitude","latitude","tel","place_url","category","geo_grade","match_query","cand_seen"
"경기","동두천시","위탁","한국교통장애인협회 동두천시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","부천시","위탁","부천장애인보장구클리너센터","○ 수급자, 차상위 / - 전동휠체어, 전동 스쿠터 : 20만원 / - 수동휠체어 : 10만원","","","","","","","","","NONE","","0"
"경기","부천시","위탁","실버케어114","○ 수급자, 차상위 / - 전동휠체어, 전동 스쿠터 : 20만원 / - 수동휠체어 : 10만원","실버케어114","경기 부천시 원미구 소향로 29","경기 부천시 원미구 상동 546-8","126.75118392583626","37.50405536398651","0503-7151-3697","http://place.map.kakao.com/11728693","의료,건강 > 의료기기판매","A","경기 부천시 실버케어114","1"
"경기","부천시","위탁","케어114","○ 수급자, 차상위 / - 전동휠체어, 전동 스쿠터 : 20만원 / - 수동휠체어 : 10만원","실버케어114","경기 부천시 원미구 소향로 29","경기 부천시 원미구 상동 546-8","126.75118392583626","37.50405536398651","0503-7151-3697","http://place.map.kakao.com/11728693","의료,건강 > 의료기기판매","A","경기 부천시 케어114","2"
"경기","성남시","위탁","성남시복지용구공유센터","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 15만원(자부담 50%)","성남시복지용구공유센터","경기 성남시 중원구 은이로63번길 8","경기 성남시 중원구 은행동 2470","127.16985270197","37.4565743146949","031-747-2870","http://place.map.kakao.com/1488691558","사회,공공기관 > 단체,협회 > 사회복지시설","A","경기 성남시 성남시복지용구공유센터","1"
"경기","수원시","위탁","대길케어","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","대길케어","경기 수원시 장안구 월드컵로 423","경기 수원시 장안구 연무동 258-14","127.02584116355804","37.2933043415822","031-252-9337","http://place.map.kakao.com/12621117","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","경기 수원시 대길케어","1"
"경기","수원시","위탁","부르미","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","부르미","경기 수원시 권선구 서호로 135-10","경기 수원시 권선구 서둔동 202-2","126.98548390992","37.2710812347573","031-269-3609","http://place.map.kakao.com/957949823","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","경기 수원시 부르미","2"
"경기","수원시","위탁","수원시보장구수리센터","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","3"
"경기","수원시","위탁","에이원케어메디칼","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","0"
"경기","수원시","위탁","일신케어","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","4"
"경기","수원시","위탁","자립원","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","9"
"경기","수원시","위탁","천수기업","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","천수기업","경기 수원시 권선구 덕영대로1126번길 30","경기 수원시 권선구 세류동 978-1","127.013554117289","37.2508322177776","031-222-8933","http://place.map.kakao.com/1527401498","의료,건강 > 의료기기판매","A","경기 수원시 천수기업","1"
"경기","수원시","위탁","케어존","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","19"
"경기","수원시","위탁","힐링그룹","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(중위소득100%이하)","","","","","","","","","NONE","","2"
"경기","시흥시","위탁","시흥시장애인보장구수리센터","○ 수급자, 차상위 : 25만원","","","","","","","","","NONE","","0"
"경기","안산시","위탁","안산시장애인이동기기수리센터","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 15만원","안산시장애인이동기기수리센터","경기 안산시 단원구 광덕4로 237","경기 안산시 단원구 고잔동 723","126.83917672681424","37.31544806368909","031-481-8172","http://place.map.kakao.com/971877968","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 안산시 안산시장애인이동기기수리센터","1"
"경기","안성시","위탁","경기도장애인협회 안성시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도장애인협회 안성시지회","경기 안성시 중앙로411번길 65","경기 안성시 구포동 38","127.27313170303027","37.00984581895044","","http://place.map.kakao.com/960539487","사회,공공기관 > 단체,협회","A","경기 안성시 경기도장애인협회 안성시지회","2"
"경기","안양시","위탁","온누리부흥센터","○ 수급자, 차상위 : 40만원 / 10% 자부담 / ○ 건강보험 : 40만원 / 20% 자부담","온누리부흥센터","경기 안양시 만안구 냉천로153번길 9","경기 안양시 만안구 안양동 707-307","126.92162658966978","37.393878489102256","031-455-1313","http://place.map.kakao.com/881779882","의료,건강 > 의료기기판매 > 의료보조기구","A","경기 안양시 온누리부흥센터","1"
"경기","안양시","위탁","밀알보장구수리센터","○ 수급자, 차상위 : 40만원 / 10% 자부담 / ○ 건강보험 : 40만원 / 20% 자부담","밀알보장구수리센터","경기 안양시 동안구 관평로327번길 29","경기 안양시 동안구 관양동 1390-3","126.956009173137","37.4056041503672","031-381-6103","http://place.map.kakao.com/993554499","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","경기 안양시 밀알보장구수리센터","1"
"경기","양주시","위탁","세움재활보장구센터","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","양주시","위탁","디딤돌장애인자립생활센터","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","디딤돌장애인자립생활센터","경기 양주시 백석읍 고릉말로 150","경기 양주시 백석읍 오산리 24-3","126.990916972673","37.7950310063074","031-847-3431","http://place.map.kakao.com/169583818","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 양주시 디딤돌장애인자립생활센터","1"
"경기","양평군","위탁","경기도지체장애인협회 양평군지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 양평군지회","경기 양평군 양평읍 중앙로111번길 34-23","경기 양평군 양평읍 공흥리 310-8","127.50556693399605","37.495860871138284","031-773-7440","http://place.map.kakao.com/12456565","사회,공공기관 > 단체,협회","A","경기 양평군 경기도지체장애인협회 양평군지회","2"
"경기","여주시","위탁","경기도지체장애인협회 여주시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 여주시지회","경기 여주시 소양로53번길 18","경기 여주시 창동 139-2","127.632793658675","37.2949719123457","031-882-0747","http://place.map.kakao.com/26611595","사회,공공기관 > 단체,협회","A","경기 여주시 경기도지체장애인협회 여주시지회","1"
"경기","여주시","위탁","경기도장애인협회 여주시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","12"
"경기","여주시","위탁","한솔의료기","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","한솔의료기","경기 여주시 여흥로 149","경기 여주시 상동 283-7","127.639908243837","37.295553563277","","http://place.map.kakao.com/23612761","서비스,산업 > 제조업 > 의료용품","A","경기 여주시 한솔의료기","1"
"경기","연천군","위탁","연천장애인자립생활센터","○ 수급자 : 20만원 / ○ 차상위 : 10만원","연천장애인자립생활센터","경기 연천군 전곡읍 전곡로 13","경기 연천군 전곡읍 전곡리 231-12","127.07106694478772","38.01515826677114","","http://place.map.kakao.com/27088240","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 연천군 연천장애인자립생활센터","1"
"경기","오산시","위탁","오산시보조기기수리센터","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 15만원","","","","","","","","","NONE","","3"
"경기","용인시","위탁","경기도지체장애인협회 용인시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 용인시지회","경기 용인시 처인구 경안천로 316","경기 용인시 처인구 고림동 954","127.219144013658","37.2591036027083","031-334-3457","http://place.map.kakao.com/2077199680","사회,공공기관 > 단체,협회","A","경기 용인시 경기도지체장애인협회 용인시지회","1"
"경기","용인시","위탁","용인시보장구수리센터","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","용인시","위탁","용인종로의료기","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","의왕시","위탁","경기도지체장애인협회 의왕시지회","○ 수급자, 차상위 : 자부담 / ○ 건강보험 : 자부담","경기도지체장애인협회 의왕시지회","경기 의왕시 고산로 25","경기 의왕시 고천동 439-212","126.968613939867","37.3518566433526","031-456-6112","http://place.map.kakao.com/9322496","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 의왕시 경기도지체장애인협회 의왕시지회","1"
"경기","의정부시","위탁","세움재활보장구센터","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(수리 시 자부담 50%)","","","","","","","","","NONE","","0"
"경기","의정부시","위탁","케어메디칼","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(수리 시 자부담 50%)","","","","","","","","","NONE","","23"
"경기","의정부시","위탁","케어플러스","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원(수리 시 자부담 50%)","케어플러스","경기 의정부시 용현로150번길 6-17","경기 의정부시 민락동 704-1","127.09143307279419","37.740581205499645","031-824-5222","http://place.map.kakao.com/27180414","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","경기 의정부시 케어플러스","5"
"경기","이천시","위탁","경기도지체장애인협회 이천시지회","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 20만원","경기도지체장애인협회 이천시지회","경기 이천시 서희로 11","경기 이천시 중리동 449","127.44131361763239","37.27740747149406","031-633-8850","http://place.map.kakao.com/121428922","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 이천시 경기도지체장애인협회 이천시지회","1"
"경기","이천시","위탁","가촌사회적협동조합","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 20만원","가촌사회적협동조합","경기 이천시 백사면 청백리로337번길 4-20","경기 이천시 백사면 내촌리 254","127.494979817163","37.3155339881476","","http://place.map.kakao.com/435610094","사회,공공기관 > 단체,협회","A","경기 이천시 가촌사회적협동조합","1"
"경기","파주시","위탁","경기도지체장애인협회 파주시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 파주시지회","경기 파주시 황골로 74-13","경기 파주시 금촌동 108-64","126.77713558816697","37.75494578038125","031-944-9595","http://place.map.kakao.com/26586001","사회,공공기관 > 단체,협회","A","경기 파주시 경기도지체장애인협회 파주시지회","1"
"경기","평택시","직접수행","- 시 지정 기관 및 업체 없음 - 대상자 업체 지정하여 수리 진행","○ 수급자 : 30만원 / ○ 차상위 : 25만원","","","","","","","","","NONE","","0"
"경기","포천시","위탁","포천시장애인자립생활센터","○ 수급자, 차상위 : 15만원 / ○ 건강보험 : 15만원","","","","","","","","","NONE","","9"
"경기","하남시","위탁","경기도지체장애인협회 하남시지회","○ 수급자, 차상위 : 50만원 / ○ 건강보험 : 30만원","경기도지체장애인협회 하남시지회","경기 하남시 검단로19번길 23","경기 하남시 하산곡동 556-11","127.22347935490266","37.523422601185494","031-794-0955","http://place.map.kakao.com/450220931","사회,공공기관 > 단체,협회","A","경기 하남시 경기도지체장애인협회 하남시지회","1"
"경기","하남시","직접수행","- 시 지정 기관 및 업체 없음 - 대상자 업체 지정하여 수리 진행","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 30만원(중위소득 80%이하)","","","","","","","","","NONE","","0"
"충북","제천시","위탁","충북지체장애인협회 제천지회 보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"충북","보은군","위탁","케어메디칼","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","19"
"충북","옥천군","지정","행복한 세상","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","행복한세상","충북 옥천군 옥천읍 향수1길 17","충북 옥천군 옥천읍 문정리 60","127.57826627962578","36.31311602420737","043-733-0724","http://place.map.kakao.com/1128226137","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","충북 옥천군 행복한 세상","3"
"충남","천안시","공모","조은의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","조은의료기","충남 천안시 서북구 성환읍 성환12길 4","충남 천안시 서북구 성환읍 성환리 449-81","127.128293899072","36.9173859948091","","http://place.map.kakao.com/27366972","의료,건강 > 의료기기판매","A","충남 천안시 조은의료기","2"
"충남","천안시","공모","희망메디칼","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","2"
"충남","공주시","위탁","충남장애인보장구센터","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"충남","보령시","공모","동부케어","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","동부케어 복지용구","충남 보령시 청수로길 85","충남 보령시 대천동 392-2","126.58802796919147","36.353355609608876","041-934-0675","http://place.map.kakao.com/19007542","의료,건강 > 의료기기판매","A","충남 보령시 동부케어","1"
"충남","아산시","공모","태양의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","태양의료기","충남 아산시 온천대로 1626-3","충남 아산시 풍기동 211-51","127.018371382339","36.7784348965346","041-910-0775","http://place.map.kakao.com/775757935","의료,건강 > 의료기기판매","A","충남 아산시 태양의료기","1"
"충남","서산시","위탁","성심의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","14"
"충남","논산시","공모","충청의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","충청의료기","충남 논산시 시민로294번길 5","충남 논산시 내동 292-1","127.093075355966","36.1922745382818","041-733-8687","http://place.map.kakao.com/10845808","의료,건강 > 의료기기판매","A","충남 논산시 충청의료기","8"
"충남","논산시","공모","혜승의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"충남","계룡시","공모","충남장애인보장구센터","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"충남","당진시","공모","100세동안 당진점","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"충남","금산군","공모","행복이음의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","행복이음의료기","충남 금산군 금산읍 금산로 1468","충남 금산군 금산읍 상리 180-2","127.489263090889","36.1047810857631","","http://place.map.kakao.com/2107137260","의료,건강 > 의료기기판매","A","충남 금산군 행복이음의료기","1"
"충남","부여군","위탁","천사의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","천사의료기","충남 부여군 부여읍 사비로99번길 8-2","충남 부여군 부여읍 구아리 331","126.909984140567","36.2817009249532","010-9975-3763","http://place.map.kakao.com/566240595","의료,건강 > 의료기기판매","A","충남 부여군 천사의료기","1"
"충남","서천군","공모","나드리메디칼케어","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","2"
"충남","청양군","공모","백세의료기","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","백세의료기","충남 청양군 청양읍 칠갑산로6길 11","충남 청양군 청양읍 읍내리 178-1","126.8022370671089","36.449973323889274","041-942-8844","http://place.map.kakao.com/352480366","의료,건강 > 의료기기판매","A","충남 청양군 백세의료기","1"
"충남","홍성군","공모","충남장애인보장구센터","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"충남","예산군","공개모집","충무휠체어","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","충무휠체어","충남 예산군 예산읍 예산로 208-1","충남 예산군 예산읍 예산리 481-17","126.84777535707","36.6796840132502","","http://place.map.kakao.com/60762950","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","충남 예산군 충무휠체어","1"
"충남","태안군","업체직접운영","태안의료기복지센터","○ 수급자, 차상위 : 30만원 / ○ 일반 : 20만원","태안의료기복지센터","충남 태안군 태안읍 군청6길 24","충남 태안군 태안읍 남문리 711-3","126.301959962273","36.7463907476957","041-672-3345","http://place.map.kakao.com/1941128001","의료,건강 > 의료기기판매","A","충남 태안군 태안의료기복지센터","2"
"전북","부안군","위탁","부안군장애인연합회","-수급자,차상위:30만원 / -일반:15만원","부안군장애인연합회","전북특별자치도 부안군 부안읍 오리정로 89","전북특별자치도 부안군 부안읍 서외리 536-15","126.731761193396","35.7234065746873","063-581-1576","http://place.map.kakao.com/8583566","사회,공공기관 > 단체,협회","A","전북 부안군 부안군장애인연합회","2"
"전북","군산시","직접수행","(사)전라북도 척수장애인협회 군산지회","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","","","","","","","","","NONE","","3"
"전북","군산시","직접수행","세진엠케어","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","세진엠케어","전북특별자치도 군산시 서흥길 81","전북특별자치도 군산시 서흥남동 828-32","126.7146671759631","35.972567346634214","","http://place.map.kakao.com/1898806367","의료,건강 > 의료기기판매","A","전북 군산시 세진엠케어","1"
"전북","군산시","직접수행","나드리메디칼케어","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","나드리메디칼케어","전북특별자치도 군산시 중앙로 73","전북특별자치도 군산시 중앙로3가 36-2","126.7190560104411","35.980539202875164","063-451-7080","http://place.map.kakao.com/282086071","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","전북 군산시 나드리메디칼케어","1"
"전북","군산시","직접수행","하늘케어","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","","","","","","","","","NONE","","10"
"전북","군산시","직접수행","군산의료보조공학센터","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","군산의료보조공학센터","전북특별자치도 군산시 경촌안3길 1-15","전북특별자치도 군산시 조촌동 469-1","126.73616048619904","35.97725157917217","063-466-2257","http://place.map.kakao.com/17388412","의료,건강 > 의료기기판매","A","전북 군산시 군산의료보조공학센터","1"
"전북","군산시","직접수행","조은의료기","-수급자,차상위:20만원 / -기초연금,장애연금수급자:10만원","조은의료기","전북특별자치도 군산시 문화로 160","전북특별자치도 군산시 수송동 7-79","126.723373830271","35.9697109923676","063-446-6662","http://place.map.kakao.com/9418454","의료,건강 > 의료기기판매","A","전북 군산시 조은의료기","1"
"전북","정읍시","위탁","전북지체장애인협회정읍시지회","-기초수급자90%보조 / -일반50%보조","전북지체장애인협회 정읍시지회","전북특별자치도 정읍시 수성5로 41-11","전북특별자치도 정읍시 수성동 1013-7","126.860661153309","35.5850036449289","063-535-2558","http://place.map.kakao.com/273996936","사회,공공기관 > 단체,협회","A","전북 정읍시 전북지체장애인협회정읍시지회","1"
"전북","김제시","위탁","새한의료기","-수급자,차상위:20만원 / -일반:10만원","새한의료기","전북특별자치도 김제시 남북로 72","전북특별자치도 김제시 신풍동 452","126.8935275089","35.7944873983163","","http://place.map.kakao.com/10510960","의료,건강 > 의료기기판매","A","전북 김제시 새한의료기","1"
"전북","진안군","위탁","지체장애인협회","-수급자,차상위:20만원 / -일반:10만원","한국지체장애인협회 진안군지회","전북특별자치도 진안군 진안읍 관산2길 11","전북특별자치도 진안군 진안읍 군하리 91-1","127.42517092246243","35.79055452661821","","http://place.map.kakao.com/217688988","사회,공공기관 > 단체,협회","A","전북 진안군 지체장애인협회","2"
"전북","순창군","위탁","순창건강의료기","-수급자,차상위:20만원 / -일반:10만원","순창건강의료기","전북특별자치도 순창군 순창읍 순창6길 28","전북특별자치도 순창군 순창읍 남계리 404-1","127.145469079697","35.3721896424299","063-652-7950","http://place.map.kakao.com/26064789","의료,건강 > 의료기기판매","A","전북 순창군 순창건강의료기","2"
"전북","완주군","위탁","완주군장애인복지관","- 수급자, 차상위 연간 30만원 이내","완주군장애인복지관","전북특별자치도 완주군 봉동읍 낙평장기로 22","전북특별자치도 완주군 봉동읍 낙평리 62","127.16533999444994","35.934435920596634","063-261-7801","http://place.map.kakao.com/10624303","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","전북 완주군 완주군장애인복지관","15"
"전북","남원시","위탁","전북지체장애인협회남원시지부","-지원액 : 연간20만원 / -수급자 : 10% 자부담 / -차상위 : 20% 자부담 / -일반 : 50% 자부담","","","","","","","","","NONE","","1"
"전북","익산시","위탁","전북지체장애인협회익산시지회","- 수급자, 차상위 : 20만원 / - 일반 : 10만원","전북지체장애인협회 익산시지회","전북특별자치도 익산시 익산대로30길 11-1","전북특별자치도 익산시 남중동 206-23","126.951343007537","35.9474997879032","063-857-4437","http://place.map.kakao.com/10863811","사회,공공기관 > 단체,협회","A","전북 익산시 전북지체장애인협회익산시지회","1"
"전북","전주시","직접수행","전주시보장구수리센터","- 수급자, 차상위 : 20만원 / - 일반 : 10만원","","","","","","","","","NONE","","3"
"전북","전주시","직접수행","(사)전주시장애인정보교환센터","- 수급자, 차상위 : 20만원 / - 일반 : 10만원","","","","","","","","","NONE","","3"
"전남","순천시","위탁","순천시장애인종합복지관","-수급자,차상위:최대30만원 / -일반:최대15만원","순천시장애인종합복지관 평생학습관","","전남광주통합특별시 순천시 서면 동산리 387-1","127.479663636487","35.0061787756929","","http://place.map.kakao.com/693334603","교육,학문 > 교육단체 > 평생교육원,사회교육원","A","전남 순천시 순천시장애인종합복지관","4"
"경북","포항시","위탁","포항시북부장애인종합복지관","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","포항시북부장애인종합복지관","경북 포항시 북구 새천년대로 1486","경북 포항시 북구 여남동 275-10","129.4096635769211","36.07879408476642","054-231-1117","http://place.map.kakao.com/26120264","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경북 포항시 포항시북부장애인종합복지관","2"
"경북","포항시","위탁","신체장애인보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"경북","포항시","위탁","동산보청기의료기","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","동산보청기의료기","경북 포항시 북구 대신로 38-1","경북 포항시 북구 대신동 68-22","129.3679763631585","36.04765305602493","054-246-2556","http://place.map.kakao.com/9795055","의료,건강 > 의료기기판매 > 의료보조기구 > 보청기","A","경북 포항시 동산보청기의료기","1"
"경북","포항시","위탁","삼성의료기","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","삼성의료기","경북 포항시 북구 용흥로 26","경북 포항시 북구 용흥동 103-16","129.356653292366","36.0333703255564","054-248-3966","http://place.map.kakao.com/9830907","의료,건강 > 의료기기판매","A","경북 포항시 삼성의료기","1"
"경북","구미시","직접수행","사)한국척수장애인협회 구미시지회","○ 수급자, 차상위: 15만원 / ○ 일반 : 8만원","","","","","","","","","NONE","","0"
"경북","구미시","직접수행","명성의료기","○ 수급자, 차상위: 15만원 / ○ 일반 : 8만원","명성의료기","경북 구미시 금오산로 39-1","경북 구미시 원평동 964-262","128.33827230452945","36.128551817198066","010-7443-4456","http://place.map.kakao.com/9023240","의료,건강 > 의료기기판매","A","경북 구미시 명성의료기","2"
"경북","구미시","직접수행","소망의료기","○ 수급자, 차상위: 15만원 / ○ 일반 : 8만원","소망의료기","경북 구미시 검성로 32-10","경북 구미시 인의동 824","128.4256768047977","36.113445978351315","010-5768-0366","http://place.map.kakao.com/1208060455","의료,건강 > 의료기기판매","A","경북 구미시 소망의료기","1"
"경북","구미시","직접수행","헬스마트","○ 수급자, 차상위: 15만원 / ○ 일반 : 8만원","헬스마트","경북 구미시 상사동로 200","경북 구미시 사곡동 656-1","128.359483255992","36.1024682800346","054-465-6027","http://place.map.kakao.com/9854561","스포츠,레저 > 스포츠용품","A","경북 구미시 헬스마트","3"
"경북","영천시","위탁","한국지체장애인협회 영천시지회","○ 개인별 연간 10만원 이내","","","","","","","","","NONE","","0"
"경북","상주시","보조사업","(사)한국척수장애인경북협회 상주시지회","중증장애인 무료","","","","","","","","","NONE","","0"
"경북","경산시","위탁","우리앤의료기","○ 수급자, 차상위: 50만원 / ○ 일반 : 30만원","우리앤의료기 실버엠케어","경북 경산시 박물관로9길 13","경북 경산시 사동 644-16","128.76406227362043","35.816012502199044","","http://place.map.kakao.com/1079877709","의료,건강 > 의료기기판매","A","경북 경산시 우리앤의료기","1"
"경북","경산시","위탁","우리의료기","○ 수급자, 차상위: 50만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","26"
"경북","경산시","위탁","경산휠체어","○ 수급자, 차상위: 50만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","4"
"경북","청도군","직접운영(업체지정)","대성오토바이상사","1인 연간20만원 한도 / 기초생활수급자, 차상위 : 수리비의 90% / 일반 장애인 : 수리비의 80%","대성오토바이상사","경북 청도군 청도읍 중앙로 25","경북 청도군 청도읍 고수리 811-1","128.74679890458","35.6438874046369","054-371-3205","http://place.map.kakao.com/8874367","교통,수송 > 오토바이","A","경북 청도군 대성오토바이상사","1"
"경북","청도군","직접운","HB메디컬","1인 연간20만원 한도 / 기초생활수급자, 차상위 : 수리비의 90% / 일반 장애인 : 수리비의 80%","","","","","","","","","NONE","","6"
"경북","울진군","직접운영","행복의료기","○ 수급자, 차상위: 최대 30만원 / ○ 일반 : 최대 15만원","행복의료기","경북 울진군 울진읍 울진중앙로 165","경북 울진군 울진읍 읍내리 505-2","129.40144712943768","36.9960859401006","054-781-2119","http://place.map.kakao.com/1032567179","의료,건강 > 의료기기판매","A","경북 울진군 행복의료기","1"
"경북","울진군","직접운영","디엔에이의료기기","○ 수급자, 차상위: 최대 30만원 / ○ 일반 : 최대 15만원","","","","","","","","","NONE","","1"
"경남","도 전역","위탁","(사)경남지체장애인연합회회","○ 수급자, 차상위 : 40만원 이내 / ○ 일반 : 20만원 이내","","","","","","","","","NONE","","0"
"경남","창원시","위탁","창원시장애인종합복지관","1인당 30만원한도 기준 / ○ 수급자: 전액지원 / ○ 차상위: 80%지원 / ○ 차상위초과: 50%지원","창원시 장애인종합복지관","경남 창원시 의창구 봉곡로97번길 87","경남 창원시 의창구 봉곡동 180-6","128.67946232899","35.2503445712412","055-237-6485","http://place.map.kakao.com/10768849","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경남 창원시 창원시장애인종합복지관","5"
"경남","진주시","위탁","진주시장애인종합복지관","○ 수급자 : 무료 / ○ 차상위 : 10% 본인부담 / ○ 일반 : 60% 본인부담","진주시장애인종합복지관 주차장 전기차충전소","경남 진주시 동진로 273","경남 진주시 상대동 33-119","128.121190535711","35.1807197465388","","http://place.map.kakao.com/1008054510","교통,수송 > 자동차 > 전기차 충전소","A","경남 진주시 진주시장애인종합복지관","2"
"경남","통영시","위탁","통영시장애인종합복지관","○ 보장구 사용 통영지역민 누구나 / ○ 타이어, 튜브 등 소모품 교체, 일반 부품 무료 지원 / * 고비용 부품 수리 교체 건 발생 시 경상남도 수리센터연계 또는 본인부담 발생","통영시장애인종합복지관","경남 통영시 용남면 기호바깥길 7-89","경남 통영시 용남면 장문리 912","128.420005352511","34.8728081350572","055-650-9900","http://place.map.kakao.com/26413962","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경남 통영시 통영시장애인종합복지관","4"
"경남","사천시","위탁","(사)경남지체장애인연합회사천시지회","○ 수급자, 차상위 : 30만원 이내 / ○ 일반 : 15만원 이내","","","","","","","","","NONE","","1"
